index,artist,title,mood
ML1509,Queens Of The Stone Age,Feel Good Hit Of The Summer,Happy
ML1510,Pnau,Embrace,Happy
ML1511,Maps,Glory Verse,Chill
ML1512,Flowing Tears,Portsall (Departure Song),Sad
ML1513,Louis Armstrong,Nobody Knows The Trouble I've Seen,Sad
ML1514,Old Crow Medicine Show,Down Home Girl,Happy
ML1515,Donald Fagen,Walk Between Raindrops,Chill
ML1516,Al Martino,VOLARE,Happy
ML1517,Pat Boone,Speedy Gonzales,Happy
ML1518,Inner City,Big Fun,Happy
ML1519,Black Sabbath,The Writ,Angry
ML1520,Groove Armada,But I Feel Good,Happy
ML1521,Billy Talent,Pins and Needles,Sad
ML1522,Megadeth,Crush 'Em,Angry
ML1523,Girls Aloud,Whole Lotta History,Sad
ML1524,Blink 182,Adam's Song,Angry
ML1525,Yelle,Mal Poli,Happy
ML1526,Shearwater,You're the Coliseum,Chill
ML1527,Lloyd Cole And The Commotions,Are You Ready To Be Heartbroken?,Sad
ML1528,Miley Cyrus,Breakout,Happy
ML1529,Opeth,The Baying of the Hounds,Sad
ML1530,DMX,What's My Name?,Angry
ML1531,Chris Garneau,Things She Said,Sad
ML1532,My Dying Bride,The Light at the End of the World,Sad
ML1533,Baccara,"Sorry, I'm A Lady",Happy
ML1534,Panzer AG,Filth God,Angry
ML1535,Green Day,Platypus,Angry
ML1536,Boyzone,Baby Can I Hold You,Chill
ML1537,Howard Jones,Life In One Day,Happy
ML1538,Mindy Smith,Falling,Chill
ML1539,Shenandoah,Ghost In This House,Sad
ML1540,The Gathering,Golden Grounds,Sad
ML1541,Anouk,For Bitter Or Worse,Sad
ML1542,The Smashing Pumpkins,Rotten Apples,Sad
ML1543,The Good Life,Heartbroke,Sad
ML1544,Jack Johnson,The Horizon Has Been Defeated,Chill
ML1545,The Smiths,This Night Has Opened My Eyes,Sad
ML1546,Idlewild,Love Steals Us From Loneliness,Sad
ML1547,Delta Goodrem,You Will Only Break My Heart,Happy
ML1548,Metallica,Last Caress/Green Hell,Angry
ML1549,Korn,Right Now,Angry
ML1550,Morphine,Murder For The Money,Sad
ML1551,Neurosis,To the Wind,Sad
ML1552,Free,All Right Now,Happy
ML1553,The Beatles,Please Please Me,Happy
ML1554,50 Cent,In Da Club,Happy
ML1555,Trevor Hall,Other Ways,Chill
ML1556,Sharon Van Etten,Don't Do It,Sad
ML1557,Slipknot,Wait and Bleed,Angry
ML1558,Alesana,"Congratulations, I hate you",Angry
ML1559,Husky Rescue,Diamonds in the Sky,Chill
ML1560,The Fall,Middle Class Revolt,Angry
ML1561,Dope,Die Motherfucker Die,Angry
ML1562,All Time Low,Poppin' Champagne,Happy
ML1563,Megadeth,Black Curtains,Angry
ML1564,PJ Harvey,Snake,Angry
ML1565,Megadeth,Mastermind,Angry
ML1566,The Band,The Night They Drove Old Dixie Down (alternate mix),Sad
ML1567,Turisas,Sahti-Waari,Happy
ML1568,My Morning Jacket,Xmas Curtain,Chill
ML1569,Terence Trent D'arby,Delicate,Chill
ML1570,Wesley Willis,Oil Express,Happy
ML1571,Boney James,In The Rain ,Chill
ML1572,Krokus,Screaming in the Night,Angry
ML1573,The Black Ghosts,Full Moon,Chill
ML1574,Incubus,Megalomaniac,Angry
ML1575,Antimatter,God Is Coming,Sad
ML1576,Carbon Leaf,Changeless,Chill
ML1577,Pato Fu,30.000 PÃ©s,Chill
ML1578,Remy Shand,Take A Message,Chill
ML1579,Hawk Nelson,Everything You Ever Wanted,Sad
ML1580,The Jackson 5,The Love You Save,Happy
ML1581,My Dying Bride,Into the Lake of Ghosts,Sad
ML1582,Little Brother,Nighttime Maneuvers,Chill
ML1583,Dashboard Confessional,The Shade Of Poison Trees,Sad
ML1584,BÃ¶hse Onkelz,"Bin ich nur glÃ¼cklich, wenn es schmerzt",Sad
ML1585,Enigma,Return to Innocence,Chill
ML1586,Dr. Hook,Sylvia's Mother,Sad
ML1587,Eminem,Soldier,Angry
ML1588,Today Is The Day,Temple of the Morning Star,Sad
ML1589,Blondie,One Way Or Another,Happy
ML1590,Beck,Modern Guilt,Chill
ML1591,Moxy FrÃ¼vous,I Love My Boss,Happy
ML1592,Michael Jackson,Someone Put Your Hand Out,Chill
ML1593,Pete and the Pirates,Mr Understanding,Happy
ML1594,Slayer,Flesh Storm,Angry
ML1595,Limp Bizkit,Nookie,Angry
ML1596,Copeland,The Grey Man,Chill
ML1597,Donald Fagen,Mary Shut The Garden Door,Chill
ML1598,Lisa Hannigan,Pistachio,Chill
ML1599,Cars Can Be Blue,Dirty Song,Happy
ML1600,Grace Jones,I'm Crying (Mother's Tears),Sad
ML1601,Cajun Dance Party,Amylase,Happy
ML1602,Britney Spears,The Beat Goes On,Happy
ML1603,Kayo Dot,Immortelle and Paper Caravelle,Chill
ML1604,Brother Ali,Walking Away,Sad
ML1605,En Vogue,Free Your Mind,Happy
ML1606,Bodyrox,Yeah Yeah,Happy
ML1607,KC And The Sunshine Band,Get Down Tonight,Happy
ML1608,Jack Johnson,Posters,Chill
ML1609,Air,New Star in the Sky,Chill
ML1610,Children of Bodom,Hatebreeder,Angry
ML1611,DIR EN GREY,AGITATED SCREAMS OF MAGGOTS,Angry
ML1612,JosÃ© GonzÃ¡lez,Stay In The Shade,Chill
ML1613,The New Pornographers,Star Bodies,Happy
ML1614,Dubstar,St. Swithin's Day,Chill
ML1615,Ween,Voodoo Lady,Happy
ML1616,Andrew Bird,Armchairs,Chill
ML1617,Peaches,Fuck The Pain Away,Happy
ML1618,Delta Goodrem,Throw It Away,Chill
ML1619,The Cure,The Lovecats,Happy
ML1620,All Time Low,The Beach,Happy
ML1621,Red House Painters,San Geronimo,Sad
ML1622,Zero 7,I Have Seen,Chill
ML1623,Mazzy Star,Free,Chill
ML1624,Monster Magnet,Powertrip,Angry
ML1625,Vangelis,Tales of the Future,Chill
ML1626,Crippled Black Phoenix,Burnt Reynolds,Sad
ML1627,Sia,Little Black Sandals,Chill
ML1628,Renee Olstead,Taking A Chance On Love,Chill
ML1629,My Dying Bride,Black God,Sad
ML1630,JC Chasez,Dear Goodbye,Sad
ML1631,Soulsavers,You Will Miss Me When I Burn,Sad
ML1632,Goldfish,Hold Tight,Happy
ML1633,The Modern Lovers,Hospital,Sad
ML1634,Alanis Morissette,All I Really Want,Angry
ML1635,James,Say Something,Sad
ML1636,Dan Le Sac vs Scroobius Pip,Look For The Woman,Sad
ML1637,The Constructus Corporation,I'll See You Now Now,Chill
ML1638,Ice Cube,My Summer Vacation,Angry
ML1639,We Are The Fallen,I Am Only One,Sad
ML1640,Evergreen Terrace,Mad World,Angry
ML1641,Hot Chocolate,You Sexy Thing,Happy
ML1642,The Cat Empire,The Rhythm,Happy
ML1643,Ulrich Schnauss,On My Own,Chill
ML1644,The Mars Volta,Tetragrammaton,Angry
ML1645,El Perro del Mar,This Loneliness,Sad
ML1646,John Denver,Grandma's Feather Bed,Happy
ML1647,LL Cool J,Mama Said Knock You Out,Angry
ML1648,Gary Numan,Absolution,Sad
ML1649,Beck,QuÃ© Onda Guero,Happy
ML1650,No Doubt,Rock Steady,Chill
ML1651,Tori Amos,Tombigbee,Angry
ML1652,Babes In Toyland,Handsome and Gretel,Angry
ML1653,Eagle-Eye Cherry,Permanent Tears,Chill
ML1654,No Use for a Name,Born Addicted,Angry
ML1655,Immortal Technique,The 4th Branch,Angry
ML1656,The Format,On Your Porch (acoustic),Sad
ML1657,Tracey Thorn,Nowhere Near,Sad
ML1658,Tenacious D,Papagenu (He's My Sassafrass),Happy
ML1659,Nine Inch Nails,Ruiner,Angry
ML1660,Tool,Intolerance,Angry
ML1661,Jorge Ben,Que Maravilha,Chill
ML1662,Melody Gardot,Goodnite,Chill
ML1663,Will Young,Who Am I,Sad
ML1664,Lords of Acid,I Sit On Acid (Soulwax remix),Happy
ML1665,Norah Jones,Broken,Chill
ML1666,Abra Moore,Sorry,Chill
ML1667,David Ford,Laughing Aloud,Chill
ML1668,Tracey Thorn,A-Z,Sad
ML1669,BjÃ¶rk,Army Of Me,Angry
ML1670,Despised Icon,In The Arms Of Perdition,Angry
ML1671,Mercury Rev,Holes,Chill
ML1672,Robert Palmer,Every Kinda People,Chill
ML1673,Peter & Gordon,Lady Godiva,Happy
ML1674,The Notorious B.I.G.,Ready to Die,Angry
ML1675,The Mars Volta,Roulette Dares (The Haunt Of),Angry
ML1676,Deee-Lite,Groove Is In The Heart,Happy
ML1677,Hungry Lucy,To Kill a King,Chill
ML1678,Katy Perry,I Kissed A Girl,Happy
ML1679,Tom Waits,Cold Cold Ground,Sad
ML1680,Supreme Beings of Leisure,What's the Deal,Chill
ML1681,Curtis Mayfield,Future Shock,Angry
ML1682,Daughtry,What I Want,Angry
ML1683,Megadeth,Prince of Darkness,Angry
ML1684,Junior Boys,Caught in a Wave,Chill
ML1685,Lil' Kim,How Many Licks ,Happy
ML1686,Cyndi Lauper,I Drove All Night,Happy
ML1687,Donavon Frankenreiter,On My Mind,Chill
ML1688,Slayer,Public Display Of Dismemberment,Angry
ML1689,Slayer,Mandatory Suicide,Angry
ML1690,Lady Gaga,Teeth,Happy
ML1691,Toby Keith,Who's Your Daddy?,Happy
ML1692,M.I.A.,Jimmy,Happy
ML1693,Buzzcocks,Ever Fallen in Love?,Angry
ML1694,The Specials,Guns of Navarone,Happy
ML1695,Katatonia,Brave,Sad
ML1696,Gordon Lightfoot,Carefree Highway,Chill
ML1697,Ivy,Edge Of The Ocean,Chill
ML1698,Leonard Cohen,The Old Revolution,Sad
ML1699,Porcupine Tree,Shesmovedon,Sad
ML1700,Tupac Shakur,Fuck the World,Angry
ML1701,The Rolling Stones,Heart Of Stone,Sad
ML1702,Rickie Lee Jones,Easy Money,Chill
ML1703,Drowning Pool,Step Up,Angry
ML1704,Rage Against the Machine,Bullet In The Head,Angry
ML1705,Foo Fighters,The Pretender,Angry
ML1706,BjÃ¶rn RosenstrÃ¶m,Lurad,Happy
ML1707,Tilly and the Wall,Sing Songs Along,Happy
ML1708,Guano Apes,You Can't Stop Me,Angry
ML1709,The Byrds,He Was A Friend Of Mine,Sad
ML1710,Feelies,Fa CÃ©-La,Angry
ML1711,Kiss,I Still Love You,Sad
ML1712,The J. Geils Band,Centerfold,Happy
ML1713,Veronica Maggio,MÃ¥ndagsbarn,Happy
ML1714,Mando Diao,Clean Town,Happy
ML1715,Westlife,Uptown Girl,Happy
ML1716,Oceansize,Only Twin,Sad
ML1717,God Module,Sections,Sad
ML1718,Dawn Landes,You Alone,Sad
ML1719,The Stills,Everything I Build,Sad
ML1720,Beth Rowley,Angel Flying Too Close To The Ground,Sad
ML1721,Syd Barrett,Terrapin,Chill
ML1722,Marilyn Manson,Man That You Fear,Angry
ML1723,Alice Cooper,Wake the Dead,Angry
ML1724,Slayer,Overt Enemy,Angry
ML1725,Blue Ã–yster Cult,Death Valley Nights,Sad
ML1726,Barry Mann,Who Put The Bomp ,Happy
ML1727,Frightened Rabbit,My Backwards Walk,Sad
ML1728,Destruction,Fear of the moment,Angry
ML1729,Cradle of Filth,Filthy Little Secret,Angry
ML1730,Bruce Springsteen,Born in the USA,Angry
ML1731,Tilly and the Wall,Fell Down the Stairs,Happy
ML1732,At the Gates,Suicide Nation,Angry
ML1733,Seether,Fade Away,Sad
ML1734,Lamb of God,What I've Become,Angry
ML1735,NOFX,Murder The Government,Angry
ML1736,Al Green,I'm Still In Love With You,Chill
ML1737,My Bloody Valentine,No More Sorry,Sad
ML1738,Rammstein,Mutter,Sad
ML1739,Jarvis Cocker,Running The World,Angry
ML1740,Slayer,Hate Worldwide,Angry
ML1741,Megadeth,Foreclosure of a Dream,Angry
ML1742,Mamonas Assassinas,Vira-Vira,Happy
ML1743,Police,Can't Stand Losing You,Angry
ML1744,The Brand New Heavies,Dream Come True,Happy
ML1745,Jack Johnson,Adrift,Chill
ML1746,Megadeth,Seven,Angry
ML1747,Killswitch Engage,Unbroken,Angry
ML1748,Enigma,Callas Went Away,Chill
ML1749,As Cities Burn,Timothy,Sad
ML1750,Katatonia,Leaders,Sad
ML1751,Hot Chip,In The Privacy Of Our Love,Chill
ML1752,Stephen Lynch,Vanilla Ice Cream,Happy
ML1753,Enya,Amid the Falling Snow,Chill
ML1754,Tenpole Tudor,Wunderbar,Happy
ML1755,The Little Ones,There's a Pot a Brewin',Happy
ML1756,Sentenced,Aika Multaa Muistot (everything Is Nothing),Sad
ML1757,The Album Leaf,There Is A Wind,Chill
ML1758,The Bird And The Bee,I'm a Broken Heart,Sad
ML1759,Hellsongs,Run to the Hills,Chill
ML1760,Grand National,Peanut Dreams,Chill
ML1761,Slayer,Live Undead,Angry
ML1762,Eliane Elias,Chega De Saudade,Chill
ML1763,Demon Hunter,My Heartstrings Come Undone,Sad
ML1764,Eluveitie,Elembivos,Sad
ML1765,Queen,Flash,Happy
ML1766,We Are The Fallen,Tear The World Down,Sad
ML1767,Sentenced,Nepenthe,Sad
ML1768,LeAnn Rimes,Big Deal,Angry
ML1769,Kings of Leon,McFearless,Angry
ML1770,Mando Diao,You Can't Steal My Love,Happy
ML1771,Sondre Lerche,To Be Surprised,Happy
ML1772,The Most Serene Republic,Proposition 61,Chill
ML1773,Atari Teenage Riot,Too Dead for Me,Angry
ML1774,The Arrogant Worms,Johnny Came Home Headless,Happy
ML1775,Ice T,New Jack Hustler,Angry
ML1776,Cult of Luna,And With Her Came The Birds,Sad
ML1777,DIR EN GREY,é¼“å‹•,Sad
ML1778,Anberlin,Dismantle.Repair.,Sad
ML1779,Lisa Stansfield,Change,Happy
ML1780,Yael NaÃ¯m,Lonely,Sad
ML1781,Marissa Nadler,Rosary,Sad
ML1782,The Dead Weather,Will There Be Enough Water?,Sad
ML1783,Dave Matthews Band,I Did It,Chill
ML1784,You Love Her Coz She's Dead,Superheroes,Angry
ML1785,Foo Fighters,Virginia Moon,Chill
ML1786,Moloko,Party Weirdo,Happy
ML1787,Okkervil River,It Ends With a Fall,Sad
ML1788,Anathallo,Kasa No Hone (the umbrella's bones),Chill
ML1789,Architecture in Helsinki,Red Turned White,Happy
ML1790,Gorgoroth,Incipit satan,Angry
ML1791,Richard Hawley,For Your Lover Give Some Time,Sad
ML1792,Jimmy Eat World,Disintegration,Sad
ML1793,Moxy FrÃ¼vous,Entropy,Happy
ML1794,American Music Club,The Confidential Agent,Sad
ML1795,Minnie Riperton,Memory Lane,Chill
ML1796,Gary Numan,One Perfect Lie,Sad
ML1797,Abba,Take A Chance On Me,Happy
ML1798,Rammstein,Eifersucht,Angry
ML1799,Steely Dan,Things I Miss The Most,Chill
ML1800,J.B.O.,Walk with An Erection,Happy
ML1801,Leonard Cohen,Winter Lady,Sad
ML1802,Zen CafÃ©,Vattupuskassa,Sad
ML1803,Zac Brown Band,Chicken Fried,Happy
ML1804,David Holmes,Gritty Shaker,Happy
ML1805,Rammstein,Ohne dich,Sad
ML1806,The Little Willies,Lou Reed,Happy
ML1807,Rage Against the Machine,New Millennium Homes,Angry
ML1808,Katatonia,The Longest Year,Sad
ML1809,Cake,Where Would I Be?,Sad
ML1810,Chris Garneau,Black & Blue,Sad
ML1811,Aly & AJ,Like Whoa,Happy
ML1812,Shawn Colvin,Wichita Skyline,Chill
ML1813,Eurythmics,I Need You,Sad
ML1814,The Presidents of the United States of America,Lump,Happy
ML1815,Sophie Ellis-Bextor,Can't Have It All,Sad
ML1816,Slayer,Ghosts of War,Angry
ML1817,Cascada,What Hurts The Most,Happy
ML1818,El-P,Stepfather Factory,Sad
ML1819,Black Eyed Peas,Anxiety,Angry
ML1820,Interpol,Rest My Chemistry,Sad
ML1821,India.Arie,Little Things,Chill
ML1822,Swallow The Sun,Don't Fall Asleep (Horror Pt. 2),Sad
ML1823,Narsilion,A Night in Fairyland,Chill
ML1824,Sibylle Baier,Girl,Chill
ML1825,Ice Cube,Endangered Species (Tales From the Darkside),Angry
ML1826,Mastodon,I Am Ahab,Angry
ML1827,Louis Armstrong,That Lucky Old Sun ,Chill
ML1828,Cake,Wheels,Happy
ML1829,Carpark North,Fireworks,Sad
ML1830,David Bowie,Afraid,Sad
ML1831,Paris Hilton,Fightin' Over Me ,Happy
ML1832,The Smiths,What Difference Does It Make?,Sad
ML1833,Black Flag,Jealous Again,Angry
ML1834,The Oppressed,Victims,Angry
ML1835,Blur,Sunday Sunday,Happy
ML1836,Telepathe,So Fine,Happy
ML1837,Cat Stevens,How Can I Tell You,Chill
ML1838,A Perfect Circle,What's Going On,Chill
ML1839,Jack Johnson,Situations,Chill
ML1840,The Allman Brothers Band,Stormy Monday,Chill
ML1841,Echo & the Bunnymen,Do It Clean,Angry
ML1842,Eugene McGuinness,Those Old Black and White Movies Were True,Chill
ML1843,Patti LaBelle,New Day,Chill
ML1844,Karen O and the Kids,Rumpus,Happy
ML1845,John O'Callaghan,Never Fade Away,Chill
ML1846,Zebda,Tomber La Chemise,Happy
ML1847,ERA,Ameno,Chill
ML1848,James Yuill,This Sweet Love,Chill
ML1849,Natasha Bedingfield,I Wanna Have Your Babies,Happy
ML1850,Dr. Bombay,Rice & Curry,Happy
ML1851,Rage Against the Machine,In My Eyes,Angry
ML1852,Dirty Sanchez,Dig It,Happy
ML1853,Jean Grae,My Story,Sad
ML1854,The Mars Volta,Inertiatic Esp,Angry
ML1855,Todd Rundgren,Song of the Viking,Happy
ML1856,Todd Rundgren,Bang The Drum All Day,Happy
ML1857,Hagalaz' Runedance,Serenade of The Last Wolf,Sad
ML1858,Dead Kennedys,One-Way Ticket to Pluto,Angry
ML1859,Calvin Harris,Merrymaking At My Place,Happy
ML1860,Gil Scott-Heron,Whitey On The Moon,Angry
ML1861,Slayer,Consfearacy,Angry
ML1862,Death From Above 1979,Going Steady,Happy
ML1863,Macy Gray,Come Together,Chill
ML1864,The Germs,Sex Boy (Live),Angry
ML1865,Procol Harum,All This and More,Sad
ML1866,Aloha From Hell,Walk Away,Sad
ML1867,Daniel Boone,Beautiful Sunday,Happy
ML1868,"""Weird Al"" Yankovic",Trigger Happy,Happy
ML1869,Rivulets,Barreling Towards Nowhere Like There's No Tomorrow,Sad
ML1870,iLiKETRAiNS,The accident,Sad
ML1871,Jesu,Silver,Sad
ML1872,Adam Ant,Apollo 9,Happy
ML1873,Rachel Stevens,Fools,Happy
ML1874,Timo Rautiainen & Trio Niskalaukaus,Lintu,Sad
ML1875,Ensiferum,Slayer Of Light,Angry
ML1876,Maximilian Hecker,My Friends,Sad
ML1877,Silbermond,Symphonie,Sad
ML1878,Devin Townsend,Bad Devil,Angry
ML1879,Max Richter,Old Song,Chill
ML1880,Black Rebel Motorcycle Club,Suddenly,Sad
ML1881,Muse,Yes Please,Angry
ML1882,Scissor Sisters,Filthy/Gorgeous,Happy
ML1883,Nine Inch Nails,Something I Can Never Have,Sad
ML1884,Maximilian Hecker,Summer Days in Bloom,Chill
ML1885,Spike Jones & His City Slickers,Cocktails For Two,Happy
ML1886,Ludacris,Blow It Out,Angry
ML1887,Garou,Gitan,Happy
ML1888,Gillian Welch,By The Mark,Chill
ML1889,Leona Naess,Lazy Days,Chill
ML1890,Juana Molina,La Verdad,Chill
ML1891,Stray Cats,Rock This Town,Happy
ML1892,The Kooks,One Last Time,Sad
ML1893,Isobel Campbell & Mark Lanegan,No Place To Fall,Sad
ML1894,Air,Cherry Blossom Girl (Radio Mix),Chill
ML1895,Venom,Warhead,Angry
ML1896,The Alan Parsons Project,The Cask Of Amontillado,Sad
ML1897,Tone-LÅc,Wild Thing,Happy
ML1898,Dierks Bentley,What Was I Thinkin',Happy
ML1899,G. Love,Missing My Baby,Chill
ML1900,Christina Aguilera,Hurt,Angry
ML1901,The Stooges,T.V. Eye,Angry
ML1902,Arctic Monkeys,The View From the Afternoon,Happy
ML1903,3 Doors Down,Be Somebody,Sad
ML1904,stellastarr*,Sweet Troubled Soul,Happy
ML1905,Sun Kil Moon,Carry Me Ohio,Sad
ML1906,Sylvester,You Make Me Feel (Mighty Real),Happy
ML1907,Love,Orange Skies,Chill
ML1908,Diary of Dreams,Portrait Of A Cynic,Sad
ML1909,Tori Amos,Professional Widow,Angry
ML1910,ATB,Marrakech,Chill
ML1911,Death Cab For Cutie,Soul Meets Body (Rolling Stone Original),Chill
ML1912,Slayer,Ghosts Of War,Angry
ML1913,Lunascape,Inferno,Chill
ML1914,India.Arie,The Truth,Chill
ML1915,Neutral Milk Hotel,April 8th,Sad
ML1916,Isis,The Other,Sad
ML1917,Opeth,Heir Apparent,Angry
ML1918,High On Fire,The Face of Oblivion,Angry
ML1919,Mohombi,Bumpy Ride,Happy
ML1920,Dwele,Find A Way,Chill
ML1921,Ray Charles,What'd I Say,Happy
ML1922,Above & Beyond,Home,Chill
ML1923,Marilyn Manson,Misery Machine,Angry
ML1924,Titus Andronicus,Arms Against Atrophy,Angry
ML1925,Antimatter,Fighting for a Lost Cause,Sad
ML1926,Natalie Merchant,San Andreas Fault (Remastered LP Version),Sad
ML1927,Lisa Ekdahl,Ã–ppna Upp Ditt FÃ¶nster,Happy
ML1928,Liv Kristine,Take Good Care,Chill
ML1929,Ben Folds Five,Brick,Sad
ML1930,Amy Winehouse,Monkey Man,Happy
ML1931,Air,Photograph,Chill
ML1932,DIR EN GREY,GRIEF,Angry
ML1933,Pearl Jam,Animal,Angry
ML1934,Ryan Adams,This House Is Not For Sale,Chill
ML1935,Lloyd Banks,Father Time,Angry
ML1936,SWV,You're The One,Happy
ML1937,Cut Off Your Hands,Oh Girl,Happy
ML1938,Nicole Atkins,Together We're Both Alone,Chill
ML1939,Zeromancer,Houses of Cards,Sad
ML1940,Biosphere,The Things I Tell You,Chill
ML1941,Until June,The Saddest Song,Sad
ML1942,Lordi,Hard Rock Hallelujah,Happy
ML1943,Edward Sharpe & the Magnetic Zeros,40 Day Dream,Happy
ML1944,David Jordan,Sun Goes Down,Happy
ML1945,Shenandoah,Ghost In this House,Sad
ML1946,Dew-Scented,Blueprints of hate,Angry
ML1947,Bon Jovi,Bad Medicine,Happy
ML1948,Cocteau Twins,Squeeze-Wax,Chill
ML1949,Anathema,Far Away,Sad
ML1950,The Velvet Underground,Sunday Morning,Chill
ML1951,David Sanborn,Try A Little Tenderness,Chill
ML1952,Rufus Wainwright,This Love Affair,Sad
ML1953,Bodo Wartke,Ich trau mich nicht,Happy
ML1954,The Maine,The Way We Talk,Happy
ML1955,"Harry Connick, Jr.",A Wink and a Smile,Chill
ML1956,Howie Day,Numbness For Sound,Sad
ML1957,Alison Krauss,Ghost in This House,Sad
ML1958,Richard Hell & the Voidoids,Love Comes in Spurts,Angry
ML1959,Dana Glover,Thinking Over,Chill
ML1960,Triumph the Insult Comic Dog,I Keed (Album Version),Happy
ML1961,Cake,Short Skirt/Long Jacket,Happy
ML1962,Godsmack,Vampires,Angry
ML1963,Jamie Cullum,These Are The Days,Chill
ML1964,Slipknot,(Sic),Angry
ML1965,Cradle of Filth,The Foetus of a New Day Kicking,Angry
ML1966,Animal Collective,Water Curses,Happy
ML1967,Groove Coverage,She,Happy
ML1968,Beatallica,Sgt. Hetfield's Motorbreath Pub Band,Happy
ML1969,Eminem,Lose Yourself,Angry
ML1970,Green Carnation,Two Seconds in Life,Sad
ML1971,Happy Mondays,Kinky Afro,Happy
ML1972,"""Weird Al"" Yankovic",Polkas On 45,Happy
ML1973,Nine Inch Nails,"No, You Don't",Angry
ML1974,The Crazy World of Arthur Brown,Fire,Angry
ML1975,Juanes,Me Enamora,Happy
ML1976,R.E.M.,Moon River,Sad
ML1977,Acid Bath,Dope Fiend,Angry
ML1978,Stephen Lynch,Little Tiny Moustache,Happy
ML1979,Robert Plant,Satan Your Kingdom Must Come Down,Chill
ML1980,Chris Garneau,Saturday,Sad
ML1981,Enya,Evacuee,Chill
ML1982,Calvin Harris,Disco Heat,Happy
ML1983,PJ Harvey,Man-Size,Angry
ML1984,Mortal Love,All The Beauty,Sad
ML1985,Lenny Kravitz,If You Can't Say No,Chill
ML1986,Jane Monheit,Moon River,Chill
ML1987,Turin Brakes,Future Boy,Chill
ML1988,Slayer,World Painted Blood,Angry
ML1989,Cavalera Conspiracy,Inflikted,Angry
ML1990,Boyzone,Gave It All Away,Sad
ML1991,Limp Bizkit,Eat You Alive,Angry
ML1992,Static-X,No Submission,Angry
ML1993,Primordial,Gallows Hymn,Sad
ML1994,Misfits,Violent World,Angry
ML1995,W.A.S.P.,I Don't Need No Doctor,Angry
ML1996,A Day To Remember,If It Means a Lot to You,Sad
ML1997,Prince,"Beautiful, Loved and Blessed",Chill
ML1998,Deine Lakaien,The Game,Sad
ML1999,Fatboy Slim,Talking Bout My Baby,Happy
ML2000,Cooler Kids,All Around The World (Punk Debutante),Happy
